"Из Минска на море полетел новый чартер. Ему тоже пришлось облетать Украину","Сегодня в полетную программу из Минска добавился третий чартер — в Акабу. Вы могли не слышать об этом городе, а зря. Акаба в Иордании, где два моря, жаркое солнце, а теперь и 144 счастливых белоруса, к","https://content.onliner.by/news/970x485/b68b87759e9749b523c8e5d3c736430f.jpeg"
"Не вегетарианский репортаж. Как коптят мясо профессионалы на Vulitsa Ezha","В первые осенние выходные в Ботаническом саду проходит фестиваль уличной еды Vulitsa Ezha. Но ребята из Butcher и St. Catering, те самые парни, что презентовали копченого поросенка на июльском фестивал","https://content.onliner.by/news/1400x5616/a366af32869fa043373cd1239984942f.jpeg"
"Статистика от Минздрава: ковидом заболели 1963 человека, умерли 11","Опубликована сводка по COVID-19 от Минздрава за субботу. За прошедшие сутки в Беларуси заболели 1963 человека, выписаны 1999, умерли 11. Всего с начала пандемии в стране зарегистрировано 490 926 челове","https://content.onliner.by/news/970x485/063ac8eef3eb6e44aa6025d201ac6885.jpeg"
"В Минске разыскивали 9-летнюю девочку. Гостила у подруги","В Минске разыскивают 9-летнюю Середу Валерию Витальевну, которая 4 сентября ушла из дома в неизвестном направлении. Ее приметы: на вид 9 лет, среднего телосложения, рост 155 см, волосы вьющиеся темно-р","https://content.onliner.by/news/970x485/9874b0d4675bd72ad5ea514d11ec4777.jpeg"
"«Сегодня его освободили из рабства». Нашли пропавшего 14 лет назад белоруса","Российская некоммерческая организация «Альтернатива» заявила о найденном через 14 лет после пропажи белоруса. Андрей Купреенко 1985 года рождения, согласно одной из первых ориентировок организации, сде","https://content.onliner.by/news/970x485/f35261969cad368b41915393f906c752.jpeg"
"Министр образования рассказал, откуда недобор в белорусских вузах","По итогам вступительной кампании в этом году в белорусских вузах осталось, вероятно, рекордное количество свободных мест. Министр образования Игорь Карпенко в интервью телеканалу «Беларусь 1» рассказал","https://content.onliner.by/news/970x485/b9558ae98dfabaf348ad301d323a33c2.jpeg"
"Роналду опять в «Манчестер Юнайтед». А помните, как другие топовые футболисты возвращались в свои бывшие команды? Тест","Недавний переход Криштиану Роналду в «Манчестер Юнайтед» — не просто громкий трансфер, а главный камбэк межсезонья. Криш вернулся туда, где когда-то начинал свою невероятно успешную карьеру. А что вы з","https://content.onliner.by/news/1400x5616/2bced36c6210dd30611538ec0578e894.jpeg"
"Шестая попытка за 24 года. Перед стартом олимпийской квалификации вспоминаем, как наши хоккеисты пробовали пробиться на Олимпиаду","В четверг сборная Беларуси по хоккею стартует в финальной квалификации к Олимпийским играм в Пекине. За возможность выступить на ОИ-2022 белорусы поборются с националками Словакии, Польши и Австрии. На","https://content.onliner.by/news/1400x5616/32673027f63a9a513ea78c1b2c99cb40.jpeg"
"«Ювентус» стартует в чемпионате Италии. На ком будет держаться команда в новом сезоне?","Туринский коллектив, который впервые за долгое время не смог победить в Серии А, переворачивает страницу и начинает путь к триумфу заново. В клуб вернулся новый старый тренер Массимилиано Аллегри, к «Ю","https://content.onliner.by/news/1400x5616/c5763bba9b21deda3c79fe098f77de3c.jpeg"
"Главные интриги стартующего чемпионата Англии по футболу. Вот за чем болельщики будут следить с особым интересом","Onliner и Parimatch запускают совместный спецпроект про самые интересные события в мире спорта. АПЛ и Лига чемпионов, НХЛ и КХЛ, НБА и UFC — если эти аббревиатуры вам о чем-то говорят, значит, вы точно","https://content.onliner.by/news/1400x5616/68bc84770b8e36504942bd5e8dbb7c09.jpeg"
"В шесть лет набил мяч 12 779 раз, а сейчас мечтает выиграть чемпионат мира","Достигать больших высот можно и в «спорте невысоких достижений». Сегодня вместе с Parimatch показываем мотивирующее видео про девятилетнего Лешу Майорова, который с четырех лет живет одним футболом и д","https://content.onliner.by/news/1400x5616/64bc22feb1899cab499c011f2bddf93a.jpeg"
"«Тренируюсь в гараже, чтобы отодвинуть старость». История 49-летнего мужчины, который измеряет снаряды центнерами","Димитрию Курганову 49 лет, и почти пять из них он переворачивает и поднимает огромные камни вместе с чемоданами различной формы, каждый из которых весит как 30-летний мужчина. Димитрий — любитель-строн","https://content.onliner.by/news/1400x5616/91d48846ebfbdda0349ad3ce659668b1.jpeg"
"Белорусам разрешили торговать на валютной бирже. Проверили, кому это выгодно","С 25 августа 2021 года у простых белорусов появилась возможность без посредников участвовать в торгах на Белорусской валютно-фондовой бирже (БВФБ). Теперь физлицо может продать или купить валюту напрям","https://content.onliner.by/news/1400x5616/d819a8e16e2b21a02f6b9296f3801f8b.jpeg"
"Товары для младенцев и их молодых родителей — экономим с помощью «Барахолки»","Появление ребенка — это радостное и дорогое (во всех смыслах) событие для семьи. В первый год жизни ребенок моментально вырастает из одежды, коляски, кроватки и даже игрушек. Так если все это временное","https://content.onliner.by/news/970x485/5848a33d7b751d1b9b095c666571b3eb.jpeg"
"Штиль на валютном рынке: доллар слабо подешевел, евро немного подрос","3 сентября на Белорусской валютно-фондовой бирже прошло довольно тихо.  Утро пятницы началось с небольшого снижения доллара и символического роста евро. Российский рубль тоже никуда не торопится. Такой","https://content.onliner.by/news/970x485/81817c64a185cc1a208d0521c1b0c94d.jpeg"
"В «Беларусбанке» предупреждают о проведении технических работ","Ночью с субботы на воскресенье в «Беларусбанке» не будут работать некоторые сервисы. Это обусловлено проведением технических работ. Кроме того, 5 сентября с 01:00 до 02:00 в подразделениях банка будут ","https://content.onliner.by/news/970x485/705f6d50f7ac8238efcc318bf110e45f.jpeg"
"Минобразования рассказало, сколько будут стоить школьные обеды","Начальник отдела по организации питания Министерства образования Люция Михальчук рассказала БЕЛТА, от чего зависит стоимость питания в школах и детсадах. Так, питание для дошколят зависит от режима раб","https://content.onliner.by/news/970x485/e13e3d625431065deac46fe71c750a89.jpeg"
"«Сумасшедшие, какой массаж и бассейн для собак?!» Открыли в Беларуси центр реабилитации для животных и не пожалели","Пока одни считают, что открыть сейчас бизнес в Беларуси может только человек без инстинкта самосохранения, другие не боятся рискнуть и вложить все накопления во что-то — кажется, совершенно невероятное","https://content.onliner.by/news/1400x5616/fbd5fd4846303b748f9b173db3221274.jpeg"
"«Самиздат стоил столько, что книгу не захотела бы покупать даже я». Из декретницы в писательницу за один год","Декрет — это не обязательно время полного выпадения из социальной сферы, это время возможностей и новых достижений. Для многих это время замедлиться, проанализировать свою жизнь и попробовать себя в че","https://content.onliner.by/news/1400x5616/2c780bdb46747f6ea28815f94fa39755.jpeg"
"Мясу разрешили дорожать","Министерство антимонопольного регулирования и торговли (МАРТ) сообщает, что Комиссия по вопросам госрегулирования ценообразования при Совмине согласовала повышение цен на мясо и мясопродукты. Эта комис","https://content.onliner.by/news/970x485/0192290d42baceb861d0ee1bfe88bd85.jpeg"
"Закрытие точек «Идея Банка», новый потребительский кредит, набор в школу блогеров. Новости банков за неделю","На этой неделе банки повышали доходность по вкладам (уже не так активно, как мы привыкли за лето), сообщали о новых кредитных программах и предлагали новые условия для привлечения клиентов. Обо всех ва","https://content.onliner.by/news/970x485/e86c8c01e5af4fb89e0ada47bf02eee0.jpeg"
"Спортсменам будут платить за результат. А футболистам могут понизить зарплату до 8 тысяч рублей","«Какая зарплата у футболиста основного состава?» — «От 4 до 5 тысяч долларов. По старым контрактам. По новому будет до 8 тысяч рублей...» Такой диалог состоялся сегодня между Александром Лукашенко и сп","https://content.onliner.by/news/970x485/8e03b776271af85c12130ac6f93c7a9c.jpeg"
"Неверагодны лёс пісьменніка-кантрабандыста, якога вылучалі на Нобелеўскую прэмію. Гаворым пра жыццё Сяргея Пясецкага"," Гаворачы пра Сяргея Пясецкага, цяжка аддзяліць легенды ад праўды. Легенды, створаныя на аснове ўласнай біяграфіі ім самім, і тыя, якія рэхам перадавалі далей яго сучаснікі, чытачы і даследчыкі. Нават ","https://content.onliner.by/news/1400x5616/b273f7ae7a492b4ddd50d57bea143209.jpeg"
"Масон, вязень Сібіры, пісаў карціны ў касцёльных сутарэннях. Гутарым пра Яна Дамеля, які быў галоўным мастаком Мінска"," Жыццё, насычанае таямніцамі Ян Дамель — бадай што самы вядомы мастак Беларусі першай паловы 19-га стагоддзя. Дамель — выпускнік факультэта літаратуры і вольных мастацтваў Віленскага ўніверсітэта, пазн","https://content.onliner.by/news/1400x5616/5e57cc7b67898797c8f1ddf00a53ca92.jpeg"
"Галоўны эксцэнтрык беларускай гісторыі, які здзіўляў усіх сваімі выбрыкамі. Расказваем пра самага скандальнага князя Радзівіла"," Караль Станіслаў Радзівіл нарадзіўся 27 лютага 1734 года ў Нясвіжы. Мянушку «Пане Каханку» ён атрымаў праз сваё ўлюбёнае выслоўе. Жорсткі да падуладных, ён добразычліва ставіўся да шляхты, ужываючы ў ","https://content.onliner.by/news/1400x5616/a8f791acb6b4d7d54f0c5125aa36e6ef.jpeg"
"«Мне интересно из пустоты и шелухи сделать что-то стоящее». Лидер «Кассиопеи» Александр Либерзон про детство в семье уголовников и гастроли с приключениями","— Какая у тебя была жизнь в детстве?  — Я в этом плане уникальный человек. Я родился в семье уголовников. Родственники мужского пола все без исключения сидели в тюрьме. Мои двоюродные братья, с которым","https://content.onliner.by/news/1400x5616/a49e0c65f2442bf1f06ad64d072e3a88.jpeg"
"Как велосипедисту вывести себя на пик формы перед соревнованиями?","Чтобы снизить напряжение на любых дружеских стартах и любительских соревнованиях, мы часто напоминаем себе и окружающим, что главное — не победа, главное — участие. А затем изо всех сил топчем педали, ","https://content.onliner.by/news/1400x5616/a0588ac1f6b69177af4659ed4a6fd02f.jpeg"
"В Минске были 9-балльные пробки","По информации сервиса «Яндекс.Карты», сегодняшний вечерний час пик в Минске выдался довольно напряженным. По данным на 17:25, в столице уже 9-балльные пробки. Ситуацию усложняет обрушившийся на город л","https://content.onliner.by/news/970x485/3e56a1ce4e706c4f5a0fe3ecea3924c6.jpeg"
"«Аватар» явился в ГАИ на разбор полетов. Сколько дали?","Возможно, это самая неоднозначная история текущей недели, история о больших стараниях, о крахе надежд и проступке, за которым последовало наказание. «Аватар» остался без приза на корпоративном конкурсе","https://content.onliner.by/news/970x485/d556c2556ab213211583ff02d7823799.jpeg"
"На видео в Минске попал дымящийся троллейбус","Электротранспорт тем хорош, что там, где он ездит, выбросов в атмосферу практически нет. Однако один из читателей Onlíner прислал видео, на котором запечатлен троллейбус, испускающий густой дым. Трансп","https://content.onliner.by/news/970x485/8518ff8a662ddcda57bcb0bd00f581c7.jpeg"
"Стремительное такси с трудом объехало пешеходов, оказалось на встречке и умчалось вдаль","Читатель Onlíner прислал в наш телеграм-бот занимательное видео, на которое попал, судя по расцветке, автомобиль такси. Как рассказал пользователь, машина двигалась по Московскому проспекту в Витебске.","https://content.onliner.by/news/970x485/f6bd08f431b96fdceaadd6292dbf8a91.jpeg"
"В России назвали самый опасный вид общественного транспорта — маршрутки","Самый опасный вид пассажирского транспорта — микроавтобусы, пришли к выводу российские страховщики после анализа структуры страховых выплат пассажирам в 2021 году. Как следует из сообщения, самые тяжел","https://content.onliner.by/news/970x485/e9168e898324e647a67b6204f43207c4.jpeg"
"Машины с «Автобарахолки», которые нелегко продать в Беларуси","На любой товар найдется свой покупатель. Но на некоторые товары покупателя придется ждать очень долго. Например, отобранные нами автомобили с «Автобарахолки» вряд ли прям завтра найдут нового владельца","https://content.onliner.by/news/970x485/5511223ead5f60972425219676f587a8.jpeg"
"«На проспекте Дзержинского парень на BMW поймал столб». А что он сам говорит?","Наш читатель рассказал Onlíner о серьезной аварии, которая произошла минувшей ночью на проспекте Дзержинского в Минске. Автомобиль BMW врезался в осветительную мачту и оказался за пределами проезжей ча","https://content.onliner.by/news/970x485/b050dc649d50f262463f7dbc627b9f6b.jpeg"
"Водитель сбил велосипедиста в центре Минска. Кто не смотрел на светофор?","В ГАИ Минска сообщили о ДТП, которое случилось вчера в районе пересечения проспектов Победителей и Машерова в столице. Велосипедист попал под колеса автомобиля, пересекая проезжую часть по велопереезду","https://content.onliner.by/news/970x485/e6c0fa660b0a3e7d9b9b991eb40eb4e8.jpeg"
"На МКАД серьезная авария с такси и лесовозом, погиб водитель. Что известно на этот момент?","ГАИ Минска сообщает: «На 44-м км внешнего кольца МКАД произошло серьезное ДТП с участием автомобиля такси и лесовоза. На данный момент на месте происшествия работают сотрудники ГАИ, следователь и специ","https://content.onliner.by/news/970x485/7d92f01161e63656a033efed9ab7460a.jpeg"
"В чем феномен «Кто хочет стать миллионером?». Обсуждаем сериал про культовое шоу и ностальгируем по нулевым","Поп-культурная ностальгия по 90-м плавно перетекает в ламповые воспоминания по нулевым. Разумеется, у нас и на Западе они совершенно разные, но и точек пересечений хватает. Главные из них — телевизионн","https://content.onliner.by/news/970x485/12aa24f493a42fff440ed392d7997453.jpeg"
"Пришельцы, мафия и ЛГБТ-шпионы. Лучшие новые сериалы сентября","Осенью оживает не только кинематограф (о сентябрьских кинопремьерах мы недавно писали), но и сериальный станок. В сентябре выйдет несколько мощных проектов во главе с научно-фантастическим сериалом «Ос","https://content.onliner.by/news/1400x5616/017706262c16bd16aef868073ba9e18e.jpeg"
"Apple отложит введение скандальной функции, которая будет проверять фото на iPhone","Компания Apple решила отложить анонсированные в прошлом месяце функции по дополнительной защите детей. Речь в том числе и о скандальной функции, которая позволяет сканировать фотографии пользователей н","https://content.onliner.by/news/970x485/51b34c6c16772a273696d2a2a44a150c.jpeg"
"VR-гарнитура Apple будет подключаться к iPhone","В индустрии ходят упорные слухи о том, что Apple работает над собственной гарнитурой виртуальной реальности. Ее могут представить в 2022 году. И она потребует подключения по беспроводным каналам к iPho","https://content.onliner.by/news/970x485/452b7db2782dffac4b79755fa5542a4e.jpeg"
"Рейтинг телевизоров по заказам в Каталоге","Посмотрели, какие телевизоры заказывают в Каталоге чаще всего как по моделям, так и по брендам. Все-таки народный выбор самый честный и беспристрастный. Традиционные лидеры не сменились. Больше всего л","https://content.onliner.by/news/970x485/d18d2fd3009d8e5b4da2a4e98dd47839.jpeg"
"Тотальный контроль? Большой Брат хочет следить за твоими эмоциями","Илон Маск боится искусственного интеллекта, который может захватить контроль над человечеством. «Разрабатывая ИИ, мы призываем демонов», — заявил миллиардер лет семь назад. И Стивен Хокинг предупреждал","https://content.onliner.by/news/1400x5616/deaf4a3b37014717c0c49e2a5b560815.jpeg"
"Павел Дуров сравнил Netflix и TikTok с липкой грязью для мозга","Павел Дуров раскритиковал Netflix и TikTok за их контент. По словам Дурова, разум представляет собой мощный инструмент, которому все под силу, он активно генерирует идеи даже во время отдыха. Далее он ","https://content.onliner.by/news/970x485/60a93e813c0a6db56d870f23f1f91e50.jpeg"
"Ethereum стал дороже $4 тысяч, но ненадолго","Курс криптовалюты Ethereum на некоторое время превысил отметку в $4 тыс., однако затем откатился до уровня примерно в $3,9 тыс. за единицу. Эксперты не сошлись во мнении относительно причин роста курса","https://content.onliner.by/news/970x485/6e2475ff68c964a64276759a82911c09.jpeg"
"Южная Корея — необычная страна. И вот фотодоказательства","Некоторые страны вызывают особенный интерес: обычно это что-то далекое и те регионы, где редко бывает отечественный турист. Плюс абсолютно другая культура и традиции, отношение к обществу и в самом общ","https://content.onliner.by/news/970x485/c92e1235e4c51e6f45eae66c4ad081ae.jpeg"
"Посмотрели крутое фэнтези «Шан-Чи и легенда десяти колец»","В кинотеатры завезли новый блокбастер по вселенной кинокомиксов Marvel. Правда, на принадлежность к этой вселенной вообще ничего не указывает. Так что «Шан-Чи и легенда десяти колец» проще и легче всег","https://content.onliner.by/news/1400x5616/c75d150371f0297ecab1b37eea5112d9.jpeg"
"«Запрещенка» на паркете, культовый логотип и ремешок с пасхалками. История Air Jordan, самых знаменитых кроссовок в мире","Большие бренды одежды во все времена любили делать коллаборации с яркими медийными личностями. Но никогда в истории это сотрудничество не доходило до такого масштаба, как партнерство Майкла Джордана и ","https://content.onliner.by/news/1400x5616/b7ebe172b9702521ef19d99012588325.jpeg"
"Никакого сексизма, чистая математика. Почему в «Формуле-1» почти не было женщин-пилотов?","В наши дни стыдно даже вспоминать о глупых стереотипах насчет женщин за рулем. Но при этом девушек-пилотов в «Формуле-1» все еще нет, да и было за все 70 лет существования гоночной серии так мало, что ","https://content.onliner.by/news/1400x5616/2663cc8133edb4aa7b16e4c4f39ae986.jpeg"
"Как белорусские тренеры работали в чемпионате России по футболу? Вспоминаем самые яркие примеры","Время от времени результаты белорусских футбольных тренеров обращают на себя внимание не только «домашних» клубов, но и зарубежных. Логично, что чаще всего за работой наших специалистов наблюдают боссы","https://content.onliner.by/news/1400x5616/d4886938b052e9fe59e1b161533cbf7b.jpeg"
"Сломанные ракетки, затопленный корт и трехсуточная игра. Самые странные, абсурдные и эффектные теннисные матчи в истории","Определить главный матч в истории того или иного вида спорта — задача непростая и зачастую предполагает слишком субъективный взгляд. Мы решили не злить фанатов тенниса, поэтому вместе с VOKA выбрали не","https://content.onliner.by/news/1400x5616/9218bcf7e1ea5a0e9ee490d767cd246b.jpeg"
"«Дачный сезон». Расскажите, как облагородили любимые сотки, и выиграйте 1000 рублей","Солнышко греет, птички поют, трава зеленеет и мысли сами собой настраиваются на дачный лад. Чтобы вы не растеряли романтичное загородное настроение, Onliner объявляет конкурс «Дачный сезон» открытым. Д",""
"В Сочи штормом смыло набережную Лоо","Новый удар стихии пришелся на Сочи, где сегодня штормом смыло набережную Лоо. Волны разрушили 70 метров подпорной стены возле эллингов, смыли часть тротуара набережной, разломали плитку. И, судя по про","https://content.onliner.by/news/970x485/5c67bc4aba1ad483fc444c97aaf42fda.jpeg"
"Совмин определил, какие объекты можно проектировать и строить параллельно. Рассказываем","Постановлением Совета министров от 27 августа 2021 г. №486 утверждено Положение о параллельном проектировании и строительстве объектов. Документ опубликован на портале pravo.by. Согласно Положению пара","https://content.onliner.by/news/970x485/fd43dc2197c2a7292dbafec8a436719b.jpeg"
"Печь, сушеные травы и морские мотивы. Посмотрите, какой дом продают в 12 километрах от Минска","В продаже появился любопытный дом вблизи озера Вяча. Фасад достаточно стандартный, а вот интерьер выполнен в средиземноморском стиле: в комнатах преобладают морские оттенки, натуральные материалы, прос","https://content.onliner.by/news/970x485/bbd121887a157e0799e6318253d1e5cd.jpeg"
"Узнали, почему закрасили трамвай на стене бывшей галереи «Ў» и что там откроют уже в сентябре","Трамвай на стене бывшей галереи «Ў» теперь можно созерцать лишь на фото. На днях новый арендатор помещения смыл рисунок со стены, СМИ растиражировали новость, а минчане приуныли. Onlíner узнал, почему ","https://content.onliner.by/news/970x485/fdd45b37adf994a0ecb6cfed19ca6dbf.jpeg"
"Дизайн-проект vs каталог. Легко ли найти в реальности мебель, нарисованную на рендере?","В последнее время все больше белорусов прибегают к услугам дизайнеров, чтобы те спроектировали им квартиру мечты. Правда, далеко не все могут позволить себе полное погружение специалиста в проект, чтоб","https://content.onliner.by/news/1400x5616/31cd840f53fb7833bb169447dacbc062.jpeg"
"Самые жуткие места мира. Смотрим на подземелья, где лежат сотни живых мертвецов","Погребальные традиции разных культур и эпох бесконечно многообразны, и отношение к смерти на протяжении веков менялось даже в пределах одной страны, одного региона, города. Например, в конце XVI века м","https://content.onliner.by/news/1400x5616/d27de9136d3580d7a596a2c7e8568a22.jpeg"
"Белорусы пытаются своими силами спасти озеро","Неподалеку от Минска есть поселок Привольный, в черте которого когда-то было три небольших озера. Сейчас два пересохли полностью, а третье может повторить судьбу двух предыдущих. Местные жители начали ","https://content.onliner.by/news/1400x5616/7af51f313e479e96d8934b24cdea1e7e.jpeg"
"Дачный сезон. Сделали из старого сруба янтарную избушку. Результат","«Необязательно вкладывать много денег в переделки. Всего лишь терпение, немного труда, семейная поддержка — и все получится», — пишет наша читательница Анна и рассказывает, как ее семье удалось отреста","https://content.onliner.by/news/1400x5616/d3d2dd1702dd867692d7265e678688f4.jpeg"
"Квартира дня. Польская двушка с трансформируемым интерьером для молодой специалистки","Главной задачей специалистов бюро ACOS при работе над данным проектом было создание такого внутреннего пространства, которое легко бы адаптировалось под меняющуюся частную и профессиональную жизнь зака","https://content.onliner.by/news/970x485/11395773ba31bfbfd011accf67c35c7a.jpeg"
